problem,golden_answer,language
如何在Python中提示用户输入整数并处理无效输入？,在try-excel块中使用int（input（））函数来捕获ValueError异常。,Chinese
"In JavaScript, which keyword is used to declare an asynchronous function?",async.,English
What type of object does an async function return by default in JavaScript?,A Promise.,English
在MATLAB中，使用哪个函数将彩色图像转换为灰度图像？,rgb2gray。,Chinese
图像处理中直方图均衡化的主要目的是什么？,增强图像对比度。,Chinese
在Python中，在类中定义方法时使用@classmethod装饰器的目的是什么？,@classmethod装饰器用于定义绑定到类而不是实例的方法。这些方法可以访问和修改应用于类的所有实例的类状态。,Chinese
在C++中，如果一个类有纯虚函数，会发生什么？,类变得抽象，无法实例化。,Chinese
What is the purpose of the 'navigator.clipboard.writeText()' method in JavaScript?,The 'navigator.clipboard.writeText()' method is used to write text to the clipboard. It is part of the Clipboard API and provides a secure and modern way to programmatically copy text.,English
Что позволяет вам делать в отзывчивом веб - дизайне « медиа - запрос»?,"Медиа - запросы позволяют применять стиль CSS в зависимости от размера экрана, типа устройства и направления.",Russian
"In JavaScript, what is the effect of using the 'await' keyword inside an async function?","It pauses the execution of the async function, waiting for a Promise to settle before resuming the function execution.",English
