problem,golden_answer,language
"In 8051 UART communication, what register holds the data byte to be transmitted?",SBUF.,English
"In the context of SimPy simulations, what keyword is utilized to manage resource allocation and waiting for resource availability?",`with`,English
"Какие методы следует использовать в деятельности Android, чтобы обеспечить правильную очистку ресурсов, когда деятельность уничтожена?",onDestroy().,Russian
在PyQt4中优化QTreeWidget时，由于其模型视图架构，可以使用哪个小部件来提高大型数据集的性能？,QTreeView。,Chinese
在p5.js中，哪个函数用于预加载图像等资产？,preload(),Chinese
在将p5.js中的image（）函数更改为中心模式之前，它的默认模式是什么？,CORNER,Chinese
"В T - SQL, как проверить, возвращает ли запрос хотя бы одну строку после выполнения?",@@ROWCOUNT > 0,Russian
Как использовать Python для очистки экрана терминала в среде Linux?,"Путем выполнения приказа ""os.system ("" clear "")"".",Russian
在p5.js中，使用什么方法来获取音频输入的当前幅度水平？,mic.getLevel（）,Chinese
Какой атрибут XML используется для определения размера текста в TextView при разработке Android?,android:textSize,Russian
在Spring AOP中，使用什么注释将类定义为方面？,@Aspect,Chinese
"In Express.js, if you want to send an error status and message in JSON format in response to a failed login attempt, which method would you use on the response object?",res.status(401).json({ message: 'Incorrect username or password' }),English
在Spring AOP中，切入点的目的是什么？,指定应用建议的连接点。,Chinese
在C++中，哪种数据类型适合存储涉及高精度实数的计算结果，例如弹跳球的行进距离？,double,Chinese
Spring AOP中的方面由哪两个组件组成？,切入点（Pointcut）和通知（Advice）。,Chinese
在p5.js中，使用p5.AudioIn（）创建麦克风对象后，必须执行什么步骤才能启动音频输入处理？,调用mic.start（）,Chinese
"In Node.js, when using CryptoJS to decrypt an AES-encrypted string, which method is used to convert the decrypted string back to UTF-8 format?",hashedPassword.toString(CryptoJS.enc.Utf8),English
"When using SimPy to model a packet processing system with multiple resources, what SimPy construct would typically be used to model the servers and buffers?",`Resource` construct,English
在管理动态内存分配的C++类中，当对象被销毁时，哪个特殊的成员函数负责释放分配的内存？,析构函数（Destructor）,Chinese
"In Pandas, what function can be used to perform element-wise division of one DataFrame by another?",The DataFrame.divide() or DataFrame.div() function.,English
在HTML中，<a>标签代表什么？,锚元素（Anchor Element）,Chinese
Which tool is required to flash the firmware image on a single board computer powered by a Rockchip processor?,rkdeveloptool.exe,English
在C++中，您会使用哪个成员函数来创建对象状态的深度副本，与原始状态分开？,复制构造函数。,Chinese
如果系统PATH中无法识别lupdate命令，您应该在哪里导航以运行它？,qtbin文件夹下的Qt安装目录。,Chinese
Как добавить новый элемент в конец списка Python?,Использование метода append ().,Russian
在Qt开发环境中，需要设置什么环境变量来确保系统识别Qt安装路径？,QTDIR。,Chinese
HTML<meta>标签的用途是什么？,提供有关HTML文档的元数据。,Chinese
Can graphical applications be executed directly in the Ubuntu terminal without a graphical interface?,No,English
Какое поле в классе узлов необходимо для создания одноцепной таблицы в Java?,Ссылка на следующий узел.,Russian
